date,department,expense_type,amount,employee,project,region,approval_status,empty_notes
2024-01-04,财务部,差旅费,8332.04,员工077,品牌活动,北京,已通过,
2024-07-30,销售部,会议费,8255.70,员工011,品牌活动,上海,已通过,
2025-02-11,财务部,软件订阅,24066.41,员工034,新产品推广,广州,已通过,
2024-07-08,研发部,软件订阅,10418.92,员工058,新产品推广,深圳,已通过,
2024-09-26,销售部,咨询费, 7607.51 ,员工008,客户增长,广州,已通过,
2024-03-28,运营部,办公用品,22652.06,员工053,渠道拓展,北京,已通过,
2025-01-31,人力资源部,软件订阅,25960.03,员工061,渠道拓展,北京,已通过,
2024/03/21,财务部,咨询费,20034.84,员工065,渠道拓展,成都,待审批,
2025-11-24,人力资源部,广告投放,3334.52,员工058,客户增长,北京,已拒绝,
2024-07-16,销售部,差旅费, 11923.69 ,员工056,客户增长,广州,已通过,
2025-09-01,研发部,办公用品,24492.70,员工009,新产品推广,杭州,已通过,
2025-07-19,研发部,咨询费,7507.66,员工059,新产品推广,广州,已通过,
2025-06-19,财务部,差旅费,11207.66,员工019,渠道拓展,成都,已通过,
2024-04-12,市场部,培训费,21853.71,员工037,渠道拓展,深圳,待审批,
2024-09-27,财务部,会议费,13658.10,员工078,品牌活动,上海,已通过,
2025-02-16,销售部,培训费,16405.74,员工052,新产品推广,杭州,待审批,
2024-12-05,运营部,广告投放,1494.23,员工061,内部系统升级,深圳,已通过,
2024-11-06,研发部,办公用品,23618.56,员工013,客户增长,北京,已通过,
2025-03-29,研发部,办公用品,19621.37,员工078,新产品推广,北京,已通过,
2025-02-20,运营部 ,软件订阅,20442.88,员工048,新产品推广,成都,待审批,
2024-03-08,研发部,会议费,14249.45,员工018,渠道拓展,成都,已通过,
2024-07-16,销售部,咨询费,1726.66,员工005,品牌活动,上海,待审批,
2025-12-22,销售部,办公用品,9974.06,员工060,渠道拓展,杭州,已通过,
2024-05-06,运营部,差旅费,6865.23,员工063,渠道拓展,杭州,已通过,
2025-04-30,人力资源部,培训费,9476.46,员工021,内部系统升级,广州,待审批,
2024-04-02,研发部,差旅费,10897.45,员工021,渠道拓展,北京,待审批,
2025-10-24,销售部,会议费,5648.31,员工053,渠道拓展,上海,待审批,
2025-11-29,市场部,软件订阅,31916.31,员工023,渠道拓展,上海,已通过,
2025-09-14,研发部,会议费,25997.41,员工036,品牌活动,杭州,待审批,
2025-04-15,研发部,广告投放,12606.28,员工067,渠道拓展,杭州,已通过,
2024-01-08,人力资源部,会议费,27065.61,员工048,渠道拓展,广州,已通过,
2024-10-16,研发部,会议费,3133.95,员工009,内部系统升级,深圳,已通过,
2024-10-10,研发部,会议费,19945.29,员工039,客户增长,北京,已通过,
2024-09-03,市场部,咨询费,24021.95,员工077,品牌活动,广州,已通过,
2024-05-23,运营部,差旅费,18392.57,员工038,内部系统升级,杭州,已通过,
2024-02-06,人力资源部,会议费,27853.73,员工025,内部系统升级,广州,已通过,
2025-12-03,人力资源部,会议费,21122.81,员工046,渠道拓展,深圳,待审批,
2025-11-04,人力资源部,广告投放,7978.27,员工061,客户增长,广州,已通过,
2025-07-26,销售部,会议费,24192.58,员工012,客户增长,深圳,已通过,
2024-11-10,财务部,咨询费,24845.20,员工048,内部系统升级,成都,已通过,
2024-04-30,财务部,差旅费,24275.05,员工075,渠道拓展,成都,已通过,
2024-07-18,人力资源部,差旅费,24305.84,员工049,渠道拓展,深圳,已通过,
2024-06-03,销售部,广告投放,9673.64,员工073,品牌活动,北京,已通过,
2024-07-03,市场部,软件订阅,9393.71,员工023,内部系统升级,广州,已通过,
2025-04-07,研发部,广告投放,20488.39,员工022,渠道拓展,北京,已通过,
2024-03-31,销售部,培训费,12211.87,员工055,品牌活动,杭州,已拒绝,
2025-01-27,市场部,差旅费,33754.18,员工048,新产品推广,深圳,已通过,
2025-06-27,销售部,差旅费,18228.23,员工032,客户增长,广州,待审批,
2024-11-15,销售部,差旅费,10813.39,员工076,内部系统升级,北京,已通过,
2024-02-16,研发部,办公用品,12831.23,员工067,渠道拓展,成都,已通过,
2025-12-04,销售部,办公用品,26776.66,员工063,内部系统升级,北京,已通过,
2025-02-17,市场部,广告投放,,员工017,客户增长,广州,已通过,
2025-05-31,销售部,差旅费,9926.95,员工005,品牌活动,广州,已通过,
2025-07-01,人力资源部,差旅费,16011.46,员工007,新产品推广,广州,待审批,
2024-02-19,运营部,差旅费,11739.70,员工049,新产品推广,成都,已通过,
2025-12-19,销售部,广告投放,18721.87,员工002,内部系统升级,杭州,已通过,
2025-11-09,人力资源部,办公用品,16784.26,员工018,品牌活动,上海,已通过,
2025-09-24,市场部,办公用品,,员工014,品牌活动,北京,已通过,
2024-09-26,人力资源部,广告投放,10098.86,员工053,内部系统升级,北京,已通过,
2025-05-23,销售部,会议费,25090.09,员工043,客户增长,上海,已通过,
2024-04-01,市场部,咨询费,16127.38,员工064,客户增长,上海,待审批,
2024-03-17,运营部,会议费,2943.98,员工033,客户增长,杭州,已拒绝,
2024-10-30,研发部,软件订阅, 1516.24 ,员工023,新产品推广,深圳,已通过,
2025/11/24,研发部,软件订阅,19882.08,员工013,新产品推广,上海,待审批,
2025/11/10,运营部,广告投放,8911.74,员工057,渠道拓展,深圳,待审批,
2024-04-05,研发部,咨询费,9675.11,员工015,品牌活动,杭州,已拒绝,
2024-10-05,财务部,会议费,23836.72,员工054,客户增长,上海,已通过,
2024-03-01,销售部,差旅费,11718.85,员工076,品牌活动,成都,已通过,
2024-07-04,人力资源部,软件订阅,21843.10,员工079,新产品推广,广州,待审批,
2024-05-13,财务部,软件订阅,3268.70,员工053,品牌活动,上海,已通过,
2025-11-01,研发部,差旅费,18972.83,员工068,渠道拓展,广州,已通过,
2025-11-16,研发部,培训费,14115.96,员工080,新产品推广,杭州,已通过,
2024-09-11,财务部,办公用品,18624.25,员工050,客户增长,成都,待审批,
2025-09-19,市场部,差旅费,40630.41,员工021,渠道拓展,杭州,待审批,
2024-06-18,市场部,咨询费,13827.15,员工031,内部系统升级,深圳,已通过,
2024/08/16,人力资源部,会议费,10676.42,员工031,新产品推广,杭州,已通过,
2025-08-09,财务部,差旅费,23041.64,员工058,内部系统升级,上海,已拒绝,
2025-10-31,市场部,差旅费,25577.77,员工005,渠道拓展,成都,已通过,
2024-04-03,人力资源部,培训费,17894.56,员工066,渠道拓展,北京,已通过,
2025-04-12,研发部,办公用品,,员工029,品牌活动,深圳,已通过,
2025-09-26,人力资源部 ,软件订阅,19296.41,员工047,品牌活动,上海,已通过,
2025-11-05,销售部,差旅费,9251.56,员工038,渠道拓展,成都,已通过,
2024-04-18,市场部,广告投放,13848.73,员工053,新产品推广,深圳,已通过,
2024-07-11,市场部,咨询费,11073.95,员工059,客户增长,广州,已通过,
2025-02-28,市场部,会议费,29335.70,员工076,新产品推广,杭州,已通过,
2025-08-26,人力资源部,广告投放,25912.58,员工001,渠道拓展,广州,已通过,
2025-03-19,人力资源部,软件订阅,24855.80,员工023,渠道拓展,北京,已通过,
2024-05-11,市场部,软件订阅,18451.71,员工078,内部系统升级,成都,待审批,
2025-03-04,人力资源部 ,会议费,20520.01,员工036,品牌活动,深圳,已拒绝,
2025-04-08,销售部,广告投放,11162.25,员工066,内部系统升级,广州,已通过,
2024-11-17,运营部,会议费,26202.08,员工028,客户增长,北京,已通过,
2024-10-24,运营部,办公用品,25802.83,员工017,客户增长,成都,已通过,
2025-10-14,研发部,会议费,3204.00,员工046,渠道拓展,杭州,已通过,
2025-11-14,运营部,软件订阅,18161.19,员工069,内部系统升级,杭州,待审批,
2025-06-19,市场部,差旅费,24161.99,员工007,新产品推广,北京,已通过,
2024-06-13,研发部,会议费,7105.64,员工008,内部系统升级,北京,已通过,
2024-02-03,研发部,咨询费,12738.33,员工079,渠道拓展,北京,已通过,
2025-07-28,财务部,广告投放,13789.93,员工037,新产品推广,杭州,已通过,
2025-12-02,研发部,培训费,1555.21,员工033,客户增长,成都,待审批,
2025-03-29,销售部,会议费,18974.46,员工048,渠道拓展,成都,已通过,
2024-07-20,运营部,广告投放,8321.67,员工023,新产品推广,北京,已拒绝,
2025-06-10,市场部,软件订阅,1566.10,员工036,渠道拓展,深圳,已通过,
2025-08-21,研发部,差旅费,8962.65,员工020,新产品推广,北京,待审批,
2025-09-03,市场部,咨询费,32643.51,员工079,内部系统升级,杭州,待审批,
2025-07-17,研发部,差旅费,21099.65,员工041,渠道拓展,北京,已拒绝,
2025-06-17,市场部,咨询费,17754.14,员工054,渠道拓展,成都,已通过,
2024-12-23,销售部,广告投放,18613.77,员工043,内部系统升级,深圳,已通过,
2025-09-25,人力资源部,软件订阅,26789.83,员工002,新产品推广,广州,已通过,
2024-09-03,运营部,培训费,25730.77,员工032,新产品推广,广州,待审批,
2025-01-25,市场部,软件订阅,9092.17,员工037,新产品推广,成都,待审批,
2025-01-18,人力资源部,咨询费,13731.41,员工063,新产品推广,深圳,待审批,
2024-07-16,研发部,培训费,2415.79,员工013,客户增长,成都,已通过,
2025-10-03,市场部,广告投放,42320.11,员工028,品牌活动,上海,已通过,
2025-12-20,运营部,咨询费,11764.25,员工010,客户增长,上海,已通过,
2024-12-05,市场部,差旅费,2162.16,员工023,内部系统升级,成都,已通过,
2024-08-21,研发部,软件订阅,10938.35,员工052,品牌活动,深圳,已通过,
2025-11-20,市场部,培训费,355.57,员工080,新产品推广,广州,已通过,
2025-12-18,市场部,办公用品,32492.46,员工014,内部系统升级,广州,已通过,
2024-03-29,研发部,咨询费,25956.14,员工049,品牌活动,广州,已通过,
2024-06-09,人力资源部,广告投放,3922.32,员工051,渠道拓展,深圳,已拒绝,
2024-05-27,研发部,会议费,24848.95,员工048,新产品推广,成都,待审批,
2024-05-24,市场部,差旅费,260.23,员工077,品牌活动,成都,已通过,
2024-03-28,研发部,广告投放,20982.51,员工045,客户增长,杭州,待审批,
2025-06-08,销售部,广告投放,5039.73,员工079,内部系统升级,北京,已通过,
2025-11-18,人力资源部,咨询费,1570.90,员工071,品牌活动,广州,已通过,
2024-10-24,运营部,差旅费,7109.17,员工026,渠道拓展,杭州,已拒绝,
2024-12-31,销售部,会议费,18394.59,员工013,内部系统升级,成都,已通过,
2024-07-17,研发部,软件订阅,12684.01,员工079,内部系统升级,广州,已通过,
2025-08-02,人力资源部,办公用品,21733.12,员工055,客户增长,上海,已通过,
2024-08-14,运营部,会议费,17986.58,员工036,内部系统升级,北京,已通过,
2024-12-05,财务部,软件订阅,12536.58,员工040,品牌活动,成都,已通过,
2025-10-23,人力资源部,差旅费,22645.62,员工018,渠道拓展,北京,已通过,
2025-10-03,市场部,会议费,2777.69,员工003,渠道拓展,广州,已通过,
2025-08-18,人力资源部,软件订阅,20702.69,员工028,新产品推广,成都,已通过,
2025-07-06,财务部,会议费,20863.20,员工047,品牌活动,北京,待审批,
2025-08-26,运营部,咨询费,7903.74,员工060,渠道拓展,成都,已通过,
2025-01-07,人力资源部,差旅费,17851.66,员工079,客户增长,成都,已通过,
2024-06-12,销售部,培训费,26570.09,员工019,品牌活动,深圳,已通过,
2025-05-14,销售部,差旅费,7190.67,员工030,新产品推广,广州,已通过,
2025-01-04,财务部,软件订阅,24682.67,员工006,新产品推广,广州,已通过,
2025-12-21,人力资源部,会议费,22320.54,员工034,渠道拓展,成都,已通过,
2025-01-20,运营部,软件订阅,"¥9,892.29",员工010,渠道拓展,深圳,已通过,
2024-08-16,人力资源部,软件订阅,9958.80,员工045,品牌活动,杭州,待审批,
2024-01-07,人力资源部,广告投放,12384.38,员工030,新产品推广,成都,已通过,
2024-08-04,销售部,广告投放,4507.12,员工078,新产品推广,广州,已通过,
2024-12-04,运营部,差旅费,13544.68,员工062,品牌活动,北京,已通过,
2025-10-24,财务部,差旅费,6636.99,员工017,渠道拓展,成都,已通过,
2025-10-06,人力资源部,差旅费,23957.22,员工019,新产品推广,北京,已通过,
2024-07-03,人力资源部,软件订阅,,员工073,新产品推广,广州,已通过,
2024-10-17,市场部,广告投放,12643.79,员工061,品牌活动,北京,已通过,
2025-02-24,人力资源部,广告投放,21382.94,员工024,渠道拓展,广州,已通过,
2024-06-20,运营部,会议费,9673.68,员工059,渠道拓展,成都,已通过,
2025-01-22,财务部,广告投放,3021.05,员工026,渠道拓展,成都,已通过,
2024-06-02,人力资源部,差旅费,5066.53,员工079,渠道拓展,上海,待审批,
2025-06-28,人力资源部,咨询费,3260.51,员工062,客户增长,成都,已通过,
2024-01-02,运营部,会议费,12150.13,员工054,内部系统升级,上海,已通过,
2025-03-15,销售部,咨询费,13019.14,员工049,内部系统升级,成都,待审批,
2025-12-14,人力资源部,差旅费,11503.33,员工033,品牌活动,北京,待审批,
2024-03-26,研发部,培训费,24564.24,员工053,内部系统升级,北京,已通过,
2024-01-08,人力资源部,培训费,3405.06,员工001,品牌活动,广州,已通过,
2024-11-19,财务部,办公用品,3091.54,员工055,渠道拓展,深圳,已通过,
2025/07/02,财务部,培训费,9901.59,员工036,品牌活动,北京,已通过,
2025-07-24,财务部,广告投放,10023.88,员工072,品牌活动,深圳,已拒绝,
2025-08-14,研发部,咨询费,18997.62,员工018,新产品推广,广州,已通过,
2025-12-17,销售部,差旅费,5855.13,员工052,内部系统升级,成都,已通过,
2025-12-01,运营部,差旅费,4417.32,员工001,新产品推广,北京,已通过,
2025-09-06,财务部,差旅费,1830.30,员工029,内部系统升级,上海,已通过,
2025-01-28,财务部,培训费,17677.60,员工037,渠道拓展,上海,已拒绝,
2024/06/28,运营部,软件订阅,12358.54,员工026,渠道拓展,深圳,已通过,
2025-09-05,人力资源部,培训费,18809.07,员工079,客户增长,广州,已通过,
2024-09-01,运营部,差旅费,27321.01,员工012,内部系统升级,杭州,已通过,
2025-02-08,财务部,培训费,5476.46,员工002,新产品推广,上海,已通过,
2025-07-26,人力资源部,办公用品,9415.31,员工036,客户增长,成都,已拒绝,
2025-04-10,财务部,培训费,239.69,员工023,品牌活动,成都,已通过,
2024-03-15,人力资源部,办公用品,9598.25,员工015,渠道拓展,深圳,待审批,
2025-08-11,研发部,会议费,11965.81,员工049,渠道拓展,杭州,待审批,
2024-12-13,财务部,会议费,12964.89,员工076,新产品推广,杭州,已通过,
2024-03-10,财务部,会议费,22107.73,员工029,客户增长,深圳,已通过,
2024-12-27,人力资源部,培训费,391.08,员工034,客户增长,深圳,已通过,
2025-11-20,运营部,咨询费,9268.57,员工071,客户增长,杭州,已通过,
2024-08-11,人力资源部,办公用品,5216.03,员工025,品牌活动,广州,已通过,
2024-09-04,研发部,广告投放,6510.31,员工032,渠道拓展,深圳,已通过,
2024-04-19,市场部,差旅费,18961.64,员工064,渠道拓展,上海,待审批,
2025-07-08,市场部,咨询费,16957.88,员工080,内部系统升级,杭州,待审批,
2025-08-11,研发部,软件订阅,5009.73,员工066,内部系统升级,杭州,已通过,
2025-08-13,销售部,差旅费,14186.40,员工055,品牌活动,成都,已通过,
2024-12-21,财务部,咨询费,19255.12,员工023,品牌活动,上海,已通过,
2025-04-16,研发部,会议费,340.52,员工027,品牌活动,成都,已通过,
2025-01-05,人力资源部,咨询费,7066.04,员工071,内部系统升级,北京,已通过,
2025-09-19,研发部,办公用品,5037.61,员工055,客户增长,杭州,已通过,
2025-01-16,研发部,咨询费,10836.98,员工058,客户增长,成都,已通过,
2025-08-12,运营部,广告投放,21906.85,员工035,客户增长,成都,已通过,
2025-01-25,销售部,广告投放,21528.04,员工020,品牌活动,上海,已通过,
2025-05-26,销售部,咨询费,16994.48,员工069,内部系统升级,杭州,已通过,
2025-07-29,人力资源部,差旅费,10778.35,员工021,新产品推广,北京,待审批,
2025-05-02,运营部,差旅费,12155.47,员工043,内部系统升级,深圳,已通过,
2025-07-24,研发部,办公用品,646.09,员工016,内部系统升级,广州,已拒绝,
2024-07-22,人力资源部,培训费,18238.25,员工069,客户增长,深圳,已通过,
2025-11-20,人力资源部,软件订阅,20851.08,员工058,新产品推广,杭州,已通过,
2025-04-19,运营部,广告投放,23353.94,员工044,品牌活动,广州,已通过,
2025-02-18,市场部,差旅费,10432.24,员工030,内部系统升级,深圳,已通过,
2025-12-28,研发部,培训费,17368.97,员工035,品牌活动,深圳,已通过,
2025-06-17,财务部,软件订阅,4593.44,员工003,客户增长,广州,已通过,
2024-09-14,运营部,会议费,21022.74,员工027,客户增长,杭州,已通过,
2024-03-06,财务部,培训费,1620.65,员工051,渠道拓展,上海,已通过,
2025-09-24,销售部,差旅费,17641.66,员工050,内部系统升级,北京,已通过,
2024-10-17,财务部,会议费,3644.36,员工068,客户增长,上海,已通过,
2024-12-31,研发部,咨询费,13395.19,员工070,内部系统升级,成都,已通过,
2025-12-15,人力资源部,广告投放,15928.68,员工059,渠道拓展,杭州,已通过,
2025-10-16,人力资源部,办公用品,24442.35,员工062,渠道拓展,北京,待审批,
2025/03/28,研发部,办公用品,11147.75,员工020,内部系统升级,上海,已通过,
2024-05-19,研发部,办公用品,13201.24,员工002,品牌活动,杭州,已通过,
2025-03-16,研发部,培训费,6303.64,员工001,渠道拓展,深圳,已通过,
2025-07-28,财务部,软件订阅, 6803.62 ,员工050,品牌活动,北京,已通过,
2025-03-08,运营部,广告投放,13942.17,员工079,内部系统升级,深圳,已通过,
2025-06-28,研发部,软件订阅,5147.00,员工009,客户增长,北京,已通过,
2025-10-14,财务部,培训费,12233.42,员工080,品牌活动,北京,已通过,
2024-06-04,市场部,培训费,737.01,员工014,内部系统升级,深圳,已通过,
2025-03-24,运营部,差旅费,6346.33,员工020,新产品推广,杭州,已通过,
2025-03-06,研发部,咨询费,21512.65,员工048,品牌活动,广州,待审批,
2024-12-04,市场部,咨询费,21045.88,员工019,新产品推广,深圳,待审批,
2024-03-14,人力资源部,软件订阅,"¥5,183.11",员工033,品牌活动,上海,已通过,
2024-09-11,财务部,咨询费,27302.23,员工032,新产品推广,北京,已通过,
2024-04-06,人力资源部,会议费,27501.39,员工061,品牌活动,广州,已拒绝,
2024-11-26,销售部,会议费,20423.25,员工071,渠道拓展,上海,已通过,
2025-10-15,研发部,广告投放,9761.95,员工007,客户增长,上海,已通过,
2025-03-20,研发部,差旅费, 4594.57 ,员工036,渠道拓展,上海,已通过,
2024-09-05,市场部,差旅费,16320.43,员工061,渠道拓展,北京,已通过,
2025-01-15,市场部,广告投放,52000.00,员工090,新产品推广,上海,已通过,
2025-02-15,市场部,差旅费,53800.00,员工091,新产品推广,上海,已通过,
2025-03-15,市场部,广告投放,55600.00,员工092,新产品推广,上海,已通过,
2025-04-15,市场部,差旅费,57400.00,员工093,新产品推广,上海,已通过,
2025-05-15,市场部,广告投放,59200.00,员工094,新产品推广,上海,已通过,
2025-06-15,市场部,差旅费,61000.00,员工095,新产品推广,上海,已通过,
2025-01-15,市场部,广告投放,62800.00,员工096,新产品推广,上海,已通过,
2025-02-15,市场部,差旅费,64600.00,员工097,新产品推广,上海,已通过,
2025-03-15,市场部,广告投放,66400.00,员工098,新产品推广,上海,已通过,
2025-04-15,市场部,差旅费,68200.00,员工099,新产品推广,上海,已通过,
2025-05-15,市场部,广告投放,70000.00,员工100,新产品推广,上海,已通过,
2025-06-15,市场部,差旅费,71800.00,员工101,新产品推广,上海,已通过,
2025-01-15,市场部,广告投放,73600.00,员工102,新产品推广,上海,已通过,
2025-02-15,市场部,差旅费,75400.00,员工103,新产品推广,上海,已通过,
2025-03-15,市场部,广告投放,77200.00,员工104,新产品推广,上海,已通过,
2025-04-15,市场部,差旅费,79000.00,员工105,新产品推广,上海,已通过,
2025-05-15,市场部,广告投放,80800.00,员工106,新产品推广,上海,已通过,
2025-06-15,市场部,差旅费,82600.00,员工107,新产品推广,上海,已通过,
2025-01-08,销售部,办公用品,9623.95,员工035,新产品推广,成都,已通过,
2025-08-07,人力资源部,软件订阅,6618.97,员工061,品牌活动,北京,已通过,
2025-06-04,运营部,广告费,23240.71,员工036,品牌活动,深圳,待审批,
